hgnc	chrom	obs_lof	exp_lof
HGNC:9967	chr10	2.0	51.193
HGNC:2744	chr10	3.0	42.216
HGNC:23505	chr10	19.0	62.203
HGNC:21332	chr10	6.0	24.368
HGNC:29283	chr10	13.0	43.345
HGNC:19299	chr14	2.0	15.569
HGNC:19280	chr14	20.0	27.432
HGNC:17127	chr14	8.0	12.063
HGNC:14460	chr14	12.0	25.805
HGNC:19278	chr14	1.0	1.4833
HGNC:25516	chr14	29.0	79.069
HGNC:29843	chr9	7.0	29.686
HGNC:13011	chr14	0.0	23.975
HGNC:26665	chr12	15.0	28.77
HGNC:1508	chr10	10.0	19.425
HGNC:20097	chr14	18.0	23.371
HGNC:24176	chr5	21.0	22.417
HGNC:24349	chr10	15.0	50.117
HGNC:24709	chr10	26.0	26.034
HGNC:17563	chr14	16.0	30.593
HGNC:10526	chr14	11.0	26.286
HGNC:23304	chr10	3.0	6.1128
HGNC:16060	chr10	11.0	16.185
HGNC:26523	chr13	26.0	33.711
HGNC:2621	chr10	25.0	17.621
HGNC:13180	chr14	8.0	33.097
HGNC:28500	chr10	4.0	7.6381
HGNC:19022	chr10	4.0	30.263
HGNC:3944	chr10	1.0	4.2361
HGNC:25683	chr10	1.0	8.8567
HGNC:495	chr10	14.0	17.64
HGNC:23820	chr12	5.0	36.911
HGNC:26545	chr11	3.0	49.986
HGNC:19857	chr14	10.0	7.0936
HGNC:26901	chr12	97.0	127.58
HGNC:16522	chr11	23.0	31.899
HGNC:8572	chr11	9.0	24.476
HGNC:19858	chr14	4.0	48.458
HGNC:20859	chr11	7.0	16.45
HGNC:9549	chr11	3.0	22.929
HGNC:9863	chr11	8.0	19.486
HGNC:26296	chr11	32.0	48.151
HGNC:19859	chr14	18.0	26.634
HGNC:2325	chr14	18.0	36.042
HGNC:34448	chr12	12.0	12.759
HGNC:16658	chr14	12.0	9.0571
HGNC:19754	chr14	2.0	3.8959
HGNC:5397	chr14	3.0	3.8584
HGNC:18359	chr14	10.0	11.229
HGNC:19972	chr14	20.0	41.63
HGNC:30552	chr12	18.0	43.739
HGNC:11051	chr11	28.0	39.712
HGNC:26843	chr12	24.0	31.749
HGNC:7750	chr11	26.0	48.092
HGNC:9590	chr10	17.0	13.327
HGNC:19359	chr10	1.0	6.2163
HGNC:1402	chr10	15.0	33.381
HGNC:9639	chr10	13.0	11.85
HGNC:23052	chr10	6.0	11.303
HGNC:29366	chr11	43.0	113.41
HGNC:6234	chr12	5.0	19.706
HGNC:28759	chr11	9.0	11.648
HGNC:23842	chr11	13.0	44.531
HGNC:23512	chr10	18.0	26.76
HGNC:17811	chr11	14.0	46.435
HGNC:9476	chr10	9.0	20.886
HGNC:6619	chr15	14.0	23.535
HGNC:30794	chr11	8.0	30.018
HGNC:28627	chr12	20.0	23.053
HGNC:20249	chr15	3.0	24.309
HGNC:28558	chr15	11.0	17.546
HGNC:32370	chr15	6.0	15.179
HGNC:15532	chr11	8.0	17.117
HGNC:13765	chr14	5.0	6.3228
HGNC:19176	chr14	3.0	7.8531
HGNC:25147	chr11	36.0	39.291
HGNC:16305	chr11	15.0	32.122
HGNC:25417	chr12	2.0	30.101
HGNC:30614	chr11	12.0	12.99
HGNC:18062	chr16	10.0	24.3
HGNC:14604	chr14	9.0	19.256
HGNC:30273	chr15	7.0	13.183
HGNC:26430	chr12	12.0	13.977
HGNC:24180	chr15	12.0	17.891
HGNC:17113	chr10	6.0	21.247
HGNC:7703	chr10	5.0	10.697
HGNC:20758	chr15	24.0	29.524
HGNC:14953	chr15	9.0	9.8192
HGNC:11246	chr15	12.0	23.761
HGNC:3603	chr15	3.0	158.77
HGNC:895	chr12	11.0	14.087
HGNC:28479	chr16	10.0	14.412
HGNC:22952	chr12	13.0	11.569
HGNC:32443	chr12	1.0	11.086
HGNC:14310	chr16	4.0	35.477
HGNC:1991	chr14	4.0	15.792
HGNC:23790	chr14	4.0	9.4774
HGNC:1144	chr10	12.0	42.656
HGNC:9184	chr10	19.0	26.397
HGNC:941	chr14	11.0	15.704
HGNC:24542	chr10	7.0	11.186
HGNC:24012	chr15	2.0	12.255
HGNC:594	chr11	1.0	32.997
HGNC:20123	chr14	22.0	27.553
HGNC:13644	chr16	1.0	19.153
HGNC:18817	chr10	10.0	23.746
HGNC:22992	chr15	5.0	5.4818
HGNC:15608	chr10	13.0	34.35
HGNC:30141	chr11	19.0	21.05
HGNC:30747	chr15	0.0	29.569
HGNC:4083	chr15	3.0	22.731
HGNC:29549	chr12	3.0	12.611
HGNC:23511	chr10	15.0	16.13
HGNC:10817	chr10	10.0	30.629
HGNC:16971	chr12	1.0	21.683
HGNC:1615	chr12	2.0	27.807
HGNC:8646	chr10	5.0	4.748
HGNC:689	chr15	2.0	37.886
HGNC:25081	chr16	28.0	25.283
HGNC:24039	chr11	14.0	21.819
HGNC:20665	chr11	4.0	11.427
HGNC:2261	chr17	5.0	12.66
HGNC:12994	chr11	6.0	28.288
HGNC:26543	chr15	33.0	30.843
HGNC:19694	chr17	25.0	32.028
HGNC:16274	chr21	5.0	5.1691
HGNC:2556	chr11	3.0	48.782
HGNC:26316	chr12	14.0	15.604
HGNC:23510	chr10	3.0	16.32
HGNC:23516	chr10	9.0	6.9471
HGNC:1248	chr6	30.0	39.63
HGNC:20764	chr19	4.0	7.861
HGNC:25607	chr17	0.0	2.2486
HGNC:26976	chr10	3.0	5.3402
HGNC:11120	chr11	18.0	24.611
HGNC:581	chr11	5.0	32.723
HGNC:23532	chr10	20.0	31.169
HGNC:18827	chr10	18.0	19.35
HGNC:28519	chr11	19.0	15.575
HGNC:19016	chr11	5.0	15.942
HGNC:49392	chr17	0.0	3.9621
HGNC:6040	chr11	12.0	27.247
HGNC:11543	chr11	0.0	6.9259
HGNC:2073	chr11	15.0	29.513
HGNC:13681	chr11	15.0	95.631
HGNC:13823	chr18	8.0	29.097
HGNC:21000	chr10	17.0	18.476
HGNC:2570	chr18	5.0	7.2829
HGNC:23513	chr10	32.0	78.189
HGNC:9831	chr11	12.0	26.408
HGNC:23822	chr21	5.0	5.0638
HGNC:25142	chr11	8.0	8.445
HGNC:26999	chr19	15.0	20.88
HGNC:8244	chr11	10.0	7.6618
HGNC:13541	chr18	34.0	65.723
HGNC:9250	chr11	52.0	53.848
HGNC:23248	chr11	6.0	15.885
HGNC:24376	chr11	14.0	13.825
HGNC:13902	chr18	14.0	16.702
HGNC:29016	chr19	8.0	46.398
HGNC:8952	chr18	14.0	15.476
HGNC:12406	chr11	10.0	30.248
HGNC:30338	chr11	11.0	16.023
HGNC:6641	chr11	1.0	7.4911
HGNC:5384	chr15	5.0	19.106
HGNC:26790	chr15	46.0	54.75
HGNC:2338	chr15	4.0	6.2415
HGNC:23792	chr14	20.0	22.308
HGNC:18868	chr11	19.0	35.611
HGNC:29005	chr11	28.0	56.313
HGNC:26961	chr11	7.0	23.885
HGNC:10329	chr11	0.0	7.7785
HGNC:11350	chr11	6.0	55.35
HGNC:23030	chr16	7.0	21.914
HGNC:25429	chr7	14.0	17.57
HGNC:26373	chr15	22.0	55.938
HGNC:30873	chr16	8.0	22.346
HGNC:1170	chr11	8.0	8.9972
HGNC:29034	chr16	11.0	23.608
HGNC:26525	chr16	11.0	11.006
HGNC:28948	chr11	3.0	12.379
HGNC:30401	chr15	7.0	37.521
HGNC:12928	chr11	12.0	32.223
HGNC:24718	chr18	9.0	26.74
HGNC:7035	chr17	4.0	13.726
HGNC:12761	chr11	1.0	27.933
HGNC:6880	chr17	9.0	25.801
HGNC:9395	chr16	0.0	36.756
HGNC:7681	chr10	10.0	40.515
HGNC:6950	chr7	37.0	38.052
HGNC:2052	chr16	14.0	9.8758
HGNC:24350	chr18	19.0	19.748
HGNC:14555	chr12	9.0	12.15
HGNC:13089	chr7	10.0	16.964
HGNC:14554	chr12	9.0	9.8548
HGNC:13104	chr7	18.0	18.62
HGNC:29228	chr12	3.0	15.785
HGNC:23336	chr12	63.0	81.637
HGNC:24160	chr16	8.0	8.2881
HGNC:11831	chr16	12.0	16.395
HGNC:28889	chr15	4.0	9.2876
HGNC:32434	chr16	30.0	20.053
HGNC:23400	chr18	1.0	8.5661
HGNC:24330	chr18	6.0	6.5004
HGNC:4132	chr18	6.0	8.7572
HGNC:26167	chr11	5.0	26.96
HGNC:25168	chr12	12.0	9.5174
HGNC:17620	chr17	2.0	21.301
HGNC:29920	chr17	2.0	8.5543
HGNC:1755	chr16	38.0	38.874
HGNC:10446	chr16	2.0	9.7407
HGNC:24261	chr16	4.0	5.4297
HGNC:16053	chr17	28.0	30.906
HGNC:12028	chr12	6.0	43.717
HGNC:6932	chr18	5.0	6.3109
HGNC:1055	chr20	0.0	2.0222
HGNC:14220	chr18	30.0	17.327
HGNC:15781	chr15	7.0	10.745
HGNC:20397	chr16	7.0	27.939
HGNC:7156	chr11	22.0	22.206
HGNC:20398	chr16	12.0	15.08
HGNC:14908	chr11	17.0	24.288
HGNC:6545	chr17	20.0	44.754
HGNC:27049	chr11	27.0	70.08
HGNC:25879	chr19	7.0	31.527
HGNC:914	chr15	1.0	6.6919
HGNC:28986	chr15	1.0	35.566
HGNC:24892	chr15	11.0	24.545
HGNC:5297	chr11	18.0	23.403
HGNC:7861	chr11	10.0	7.9723
HGNC:18049	chr16	27.0	34.678
HGNC:555	chr16	5.0	52.155
HGNC:28286	chr17	19.0	20.507
HGNC:18810	chr15	27.0	30.432
HGNC:19213	chr16	3.0	9.9129
HGNC:29562	chr16	4.0	75.739
HGNC:25158	chr11	17.0	25.571
HGNC:18328	chr11	2.0	6.7321
HGNC:9255	chr15	7.0	8.0135
HGNC:6544	chr11	11.0	13.685
HGNC:26235	chr15	8.0	9.802
HGNC:28335	chr11	14.0	13.151
HGNC:24725	chr11	3.0	1.4333
HGNC:28961	chr15	2.0	6.1814
HGNC:30497	chr15	43.0	59.911
HGNC:19708	chr16	22.0	25.729
HGNC:9076	chr15	18.0	21.177
HGNC:8852	chr15	10.0	11.352
HGNC:29577	chr16	8.0	5.2839
HGNC:29658	chr15	5.0	2.9705
HGNC:500	chr15	23.0	51.089
HGNC:10602	chr16	7.0	32.223
HGNC:19098	chr15	1.0	11.214
HGNC:15997	chr11	17.0	103.25
HGNC:28002	chr15	26.0	28.071
HGNC:30519	chr11	6.0	12.909
HGNC:13796	chr18	11.0	15.76
HGNC:24594	chr16	5.0	10.553
HGNC:19246	chr16	9.0	13.738
HGNC:9077	chr16	3.0	24.989
HGNC:2088	chr15	6.0	34.677
HGNC:13708	chr12	7.0	9.7421
HGNC:29014	chr12	9.0	18.365
HGNC:1406	chr22	1.0	12.61
HGNC:11521	chr12	4.0	7.6957
HGNC:7595	chr12	66.0	61.125
HGNC:24927	chr16	10.0	11.528
HGNC:29001	chr12	4.0	25.582
HGNC:15175	chr11	4.0	5.9606
HGNC:7627	chr12	4.0	19.913
HGNC:20593	chr15	27.0	54.427
HGNC:11368	chr12	8.0	48.731
HGNC:26721	chr11	8.0	45.616
HGNC:29452	chr12	9.0	12.762
HGNC:29396	chr22	2.0	19.224
HGNC:11438	chr11	6.0	19.602
HGNC:14476	chr11	8.0	10.16
HGNC:23786	chr12	8.0	19.99
HGNC:25999	chr15	18.0	39.527
HGNC:12849	chr20	0.0	12.424
HGNC:29898	chr15	6.0	5.2615
HGNC:10816	chr15	8.0	11.797
HGNC:2001	chr15	1.0	5.7962
HGNC:22009	chr7	1.0	24.928
HGNC:21696	chr7	0.0	10.093
HGNC:14285	chr11	3.0	5.8727
HGNC:13378	chr11	9.0	10.331
HGNC:30706	chr11	9.0	8.3821
HGNC:13374	chr11	6.0	8.1394
HGNC:28698	chr15	36.0	51.45
HGNC:1587	chr15	9.0	19.598
HGNC:3381	chr15	19.0	36.059
HGNC:6769	chr15	4.0	22.861
HGNC:13380	chr11	8.0	10.168
HGNC:29588	chr18	39.0	45.581
HGNC:28573	chr11	6.0	8.4167
HGNC:6835	chr15	9.0	81.636
HGNC:30457	chr15	16.0	15.769
HGNC:16710	chr16	4.0	18.148
HGNC:6891	chr18	3.0	19.097
HGNC:13239	chr21	8.0	19.384
HGNC:21254	chr6	13.0	15.639
HGNC:6898	chr12	33.0	56.641
HGNC:20445	chr12	2.0	30.054
HGNC:28631	chr7	18.0	14.709
HGNC:4606	chr15	2.0	25.175
HGNC:13870	chr16	0.0	12.881
HGNC:22030	chr7	9.0	10.416
HGNC:28520	chr15	10.0	12.598
HGNC:7838	chr8	6.0	8.5285
HGNC:29410	chr22	20.0	60.204
HGNC:18484	chr22	2.0	5.3475
HGNC:11722	chr22	1.0	7.4623
HGNC:28613	chr22	30.0	64.095
HGNC:24136	chr17	25.0	23.764
HGNC:8634	chr9	5.0	22.094
HGNC:4412	chr17	1.0	2.6901
HGNC:8912	chr17	2.0	13.438
HGNC:11158	chr18	0.0	5.3084
HGNC:26536	chr9	30.0	35.495
HGNC:16252	chr20	22.0	25.09
HGNC:27312	chr17	9.0	21.959
HGNC:28711	chr9	10.0	17.903
HGNC:16504	chr20	21.0	23.855
HGNC:26579	chr17	4.0	6.3878
HGNC:31419	chr9	5.0	18.006
HGNC:26101	chr17	14.0	33.445
HGNC:4425	chr9	11.0	61.749
HGNC:17170	chr9	10.0	13.607
HGNC:19693	chr9	13.0	12.96
HGNC:10998	chr9	12.0	27.699
HGNC:28378	chr9	3.0	6.0313
HGNC:23723	chr9	14.0	26.734
HGNC:29565	chr9	4.0	15.05
HGNC:32700	chr17	6.0	8.6752
HGNC:3346	chr9	6.0	6.9418
HGNC:28536	chr15	13.0	19.504
HGNC:21338	chr9	2.0	5.7459
HGNC:12538	chr2	13.0	19.431
HGNC:24497	chr15	9.0	27.292
HGNC:29286	chr15	5.0	18.038
HGNC:11207	chr17	1.0	21.675
HGNC:28149	chr17	0.0	2.0273
HGNC:2244	chr16	9.0	10.459
HGNC:13308	chr16	5.0	13.745
HGNC:2362	chr17	1.0	14.415
HGNC:26346	chr16	3.0	6.1062
HGNC:32206	chr15	6.0	10.037
HGNC:13593	chr15	1.0	16.039
HGNC:29183	chr15	20.0	41.457
HGNC:5331	chr16	44.0	41.498
HGNC:30390	chr16	8.0	9.1656
HGNC:26521	chr18	46.0	58.094
HGNC:25387	chr18	14.0	26.812
HGNC:25364	chr18	9.0	10.482
HGNC:13166	chr19	1.0	5.4397
HGNC:5466	chr11	3.0	6.84
HGNC:25335	chr11	6.0	34.18
HGNC:24224	chr17	3.0	61.668
HGNC:23028	chr16	16.0	18.431
HGNC:26014	chr16	22.0	34.613
HGNC:17689	chr12	10.0	10.424
HGNC:24622	chr17	37.0	36.426
HGNC:27097	chr17	0.0	17.964
HGNC:14247	chr11	4.0	5.6973
HGNC:1673	chr11	7.0	8.9413
HGNC:28356	chr17	16.0	31.537
HGNC:26458	chr17	14.0	17.082
HGNC:7603	chr18	53.0	96.899
HGNC:24049	chr11	7.0	12.203
HGNC:83	chr18	16.0	18.602
HGNC:11386	chr11	6.0	31.319
HGNC:10451	chr11	1.0	46.235
HGNC:15195	chr11	6.0	6.6729
HGNC:21161	chr11	27.0	25.701
HGNC:14249	chr11	15.0	13.64
HGNC:19599	chr11	9.0	5.945
HGNC:15200	chr11	5.0	6.2002
HGNC:14851	chr11	6.0	5.733
HGNC:24822	chr17	13.0	15.155
HGNC:30500	chr16	2.0	11.237
HGNC:13023	chr16	14.0	21.024
HGNC:24868	chr19	7.0	17.537
HGNC:13019	chr19	25.0	30.135
HGNC:12970	chr19	15.0	25.778
HGNC:25821	chr16	5.0	20.228
HGNC:29004	chr16	19.0	53.504
HGNC:23663	chr16	2.0	6.161
HGNC:19664	chr19	1.0	2.2666
HGNC:6678	chr17	28.0	33.393
HGNC:1375	chr17	10.0	14.76
HGNC:25551	chr17	12.0	41.311
HGNC:12013	chr19	4.0	17.977
HGNC:7007	chr19	0.0	11.397
HGNC:4556	chr19	8.0	11.286
HGNC:16298	chr19	4.0	15.116
HGNC:24963	chr19	12.0	8.3291
HGNC:24130	chr19	28.0	34.655
HGNC:25623	chr19	12.0	19.887
HGNC:29989	chr19	2.0	31.093
HGNC:7529	chr16	23.0	18.949
HGNC:24576	chr16	17.0	20.986
HGNC:30887	chr16	13.0	7.8898
HGNC:21316	chr16	4.0	85.508
HGNC:26463	chr16	5.0	3.4462
HGNC:28600	chr17	12.0	13.29
HGNC:10303	chr16	0.0	9.4662
HGNC:31834	chr12	8.0	22.435
HGNC:6480	chr12	1.0	5.6537
HGNC:1403	chr12	11.0	28.268
HGNC:28326	chr17	4.0	9.5988
HGNC:25102	chr17	9.0	17.046
HGNC:7133	chr12	15.0	224.38
HGNC:21356	chr17	13.0	21.306
HGNC:21166	chr12	10.0	12.717
HGNC:20766	chr12	1.0	14.954
HGNC:20768	chr12	6.0	14.959
HGNC:26687	chr19	6.0	6.1328
HGNC:29384	chr19	5.0	5.8991
HGNC:25597	chr19	9.0	5.322
HGNC:17931	chr19	3.0	4.8601
HGNC:29321	chr12	9.0	42.681
HGNC:9782	chr19	2.0	12.281
HGNC:634	chr12	9.0	9.8714
HGNC:4455	chr12	6.0	14.192
HGNC:25204	chr19	17.0	21.897
HGNC:15654	chr19	10.0	19.149
HGNC:905	chr19	13.0	47.285
HGNC:15671	chr19	4.0	17.164
HGNC:22998	chr19	25.0	34.754
HGNC:13788	chr12	22.0	15.627
HGNC:6477	chr19	12.0	16.093
HGNC:13476	chr19	2.0	24.739
HGNC:15500	chr19	6.0	47.772
HGNC:17408	chr19	0.0	0.37043
HGNC:6478	chr19	9.0	7.0916
HGNC:26912	chr19	16.0	30.055
HGNC:29415	chr19	4.0	19.437
HGNC:30832	chr8	32.0	58.673
HGNC:6338	chr19	18.0	14.482
HGNC:22947	chr19	30.0	40.016
HGNC:12931	chr19	0.0	8.5641
HGNC:13077	chr19	16.0	21.656
HGNC:14871	chr19	2.0	5.4821
HGNC:11247	chr19	7.0	13.373
HGNC:16668	chr19	0.0	4.0066
HGNC:30511	chr19	9.0	14.262
HGNC:30492	chr19	15.0	23.408
HGNC:9500	chr8	1.0	2.3337
HGNC:779	chr19	4.0	20.506
HGNC:13348	chr8	2.0	2.0658
HGNC:2676	chr19	7.0	19.0
HGNC:3214	chr19	2.0	36.674
HGNC:28324	chr19	8.0	8.938
HGNC:1910	chr19	1.0	40.112
HGNC:14928	chr19	12.0	22.154
HGNC:29393	chr19	22.0	19.603
HGNC:10739	chr19	9.0	33.984
HGNC:16052	chr19	0.0	6.5904
HGNC:18008	chr17	1.0	21.723
HGNC:29646	chr17	3.0	11.948
HGNC:14111	chr17	18.0	16.671
HGNC:25157	chr8	15.0	11.508
HGNC:4552	chr8	26.0	22.157
HGNC:29530	chr8	24.0	40.562
HGNC:23087	chr17	9.0	27.36
HGNC:30266	chr17	15.0	13.405
HGNC:9075	chr17	7.0	20.97
HGNC:26600	chr17	24.0	63.226
HGNC:14398	chr17	6.0	14.305
HGNC:25542	chr17	35.0	41.418
HGNC:18084	chr17	33.0	38.509
HGNC:30419	chr19	7.0	11.059
HGNC:28471	chr17	9.0	10.673
HGNC:26891	chr17	12.0	12.786
HGNC:6357	chr19	7.0	9.9438
HGNC:6365	chr19	9.0	10.71
HGNC:6363	chr19	7.0	9.6169
HGNC:6366	chr19	5.0	10.541
HGNC:6367	chr19	5.0	10.162
HGNC:6359	chr19	7.0	13.382
HGNC:6361	chr19	5.0	9.5029
HGNC:27056	chr12	12.0	20.994
HGNC:6412	chr12	5.0	26.343
HGNC:18356	chr19	6.0	11.816
HGNC:23077	chr11	1.0	15.355
HGNC:27455	chr11	7.0	28.827
HGNC:16039	chr19	18.0	20.805
HGNC:16692	chr19	5.0	8.9273
HGNC:25920	chr12	6.0	23.361
HGNC:5475	chr12	4.0	9.9349
HGNC:11178	chr12	39.0	34.412
HGNC:26422	chr19	10.0	15.199
HGNC:7716	chr11	18.0	22.048
HGNC:30833	chr11	0.0	5.1349
HGNC:8055	chr11	6.0	5.765
HGNC:11593	chr11	13.0	15.162
HGNC:9353	chr19	3.0	8.5915
HGNC:13026	chr17	10.0	18.246
HGNC:24967	chr17	2.0	5.8849
HGNC:19320	chr17	8.0	9.0312
HGNC:19319	chr17	11.0	14.911
HGNC:15534	chr17	12.0	17.925
HGNC:15736	chr17	10.0	36.044
HGNC:5359	chr17	9.0	11.025
HGNC:845	chr17	6.0	8.487
HGNC:32371	chr17	1.0	3.7235
HGNC:3503	chr17	54.0	90.396
HGNC:11302	chr17	10.0	37.517
HGNC:24140	chr17	11.0	38.79
HGNC:20474	chr17	25.0	31.053
HGNC:11830	chr17	3.0	9.9218
HGNC:26510	chr8	5.0	10.532
HGNC:2651	chr8	9.0	19.049
HGNC:13311	chr17	24.0	23.559
HGNC:18527	chr17	24.0	23.349
HGNC:24438	chr17	17.0	25.625
HGNC:14163	chr16	20.0	24.886
HGNC:13771	chr17	0.0	6.6043
HGNC:28079	chr16	7.0	32.934
HGNC:14259	chr16	12.0	12.11
HGNC:24825	chr16	7.0	19.607
HGNC:3121	chr16	8.0	30.298
HGNC:2958	chr16	11.0	13.026
HGNC:2703	chr16	16.0	12.404
HGNC:20879	chr16	3.0	47.418
HGNC:33	chr16	26.0	71.995
HGNC:21423	chr16	4.0	11.596
HGNC:16639	chr16	7.0	111.38
HGNC:26573	chr16	3.0	7.8442
HGNC:29889	chr16	39.0	40.989
HGNC:26034	chr11	8.0	7.1783
HGNC:2717	chr11	8.0	59.512
HGNC:26097	chr11	4.0	10.648
HGNC:26487	chr11	26.0	45.312
HGNC:9780	chr11	9.0	20.114
HGNC:12703	chr11	18.0	17.894
HGNC:3976	chr11	3.0	9.9799
HGNC:15832	chr11	18.0	26.475
HGNC:9194	chr11	10.0	11.899
HGNC:11026	chr11	16.0	26.836
HGNC:24978	chr11	10.0	12.668
HGNC:25115	chr11	0.0	14.251
HGNC:25464	chr11	28.0	35.532
HGNC:24564	chr11	46.0	91.392
HGNC:29011	chr3	59.0	109.65
HGNC:30761	chr3	48.0	69.125
HGNC:6502	chr3	1.0	12.894
HGNC:3365	chr3	29.0	24.728
HGNC:2514	chr3	1.0	36.71
HGNC:15784	chr3	62.0	69.959
HGNC:3573	chr11	0.0	2.1713
HGNC:6716	chr11	14.0	65.377
HGNC:23536	chr11	34.0	37.601
HGNC:30179	chr11	5.0	5.5584
HGNC:25163	chr11	0.0	2.7307
HGNC:18120	chr11	14.0	21.406
HGNC:12950	chr11	1.0	25.936
HGNC:6864	chr11	27.0	54.038
HGNC:27441	chr11	7.0	12.448
HGNC:26757	chr11	29.0	74.91
HGNC:19000	chr8	15.0	22.1
HGNC:18282	chr8	11.0	15.004
HGNC:28701	chr8	11.0	19.531
HGNC:9163	chr8	4.0	8.2872
HGNC:21749	chr7	1.0	17.466
HGNC:8575	chr11	1.0	13.048
HGNC:29422	chr16	17.0	35.112
HGNC:28154	chr16	6.0	6.3797
HGNC:21360	chr6	19.0	24.838
HGNC:9781	chr1	4.0	15.531
HGNC:8194	chr16	7.0	4.6827
HGNC:13966	chr6	4.0	7.3452
HGNC:6265	chr22	0.0	10.416
HGNC:25566	chr3	9.0	69.099
HGNC:18517	chr16	2.0	12.301
HGNC:21357	chr6	19.0	41.008
HGNC:4778	chr1	6.0	3.751
HGNC:23192	chr4	24.0	34.45
HGNC:8242	chr16	7.0	7.6995
HGNC:27146	chr1	2.0	4.784
HGNC:23576	chr8	3.0	49.97
HGNC:19840	chr14	1.0	7.6555
HGNC:5724	chr4	3.0	32.217
HGNC:23038	chr6	21.0	32.599
HGNC:22917	chr4	20.0	30.615
HGNC:9591	chr14	9.0	10.372
HGNC:26595	chr18	12.0	33.775
HGNC:24247	chr3	15.0	14.301
HGNC:4407	chr1	1.0	2.1425
HGNC:24463	chr5	2.0	6.593
HGNC:17898	chr17	5.0	10.436
HGNC:12392	chr17	4.0	31.493
HGNC:19698	chr9	31.0	16.531
HGNC:21729	chr1	1.0	10.515
HGNC:23734	chr10	2.0	6.2327
HGNC:25717	chr3	13.0	28.606
HGNC:3815	chr5	1.0	9.2491
HGNC:37257	chr3	1.0	2.7643
HGNC:18025	chr1	4.0	6.1757
HGNC:7045	chr14	5.0	14.682
HGNC:1066	chr10	2.0	17.865
HGNC:23194	chr16	1.0	10.14
HGNC:25221	chr2	10.0	17.066
HGNC:8808	chr3	5.0	19.003
HGNC:23326	chr3	11.0	37.987
HGNC:4718	chr6	1.0	2.5828
HGNC:30483	chr8	4.0	16.496
HGNC:22235	chr3	4.0	8.5739
HGNC:16002	chr7	6.0	6.7747
HGNC:120	chr3	21.0	34.764
HGNC:30827	chr3	8.0	5.7118
HGNC:6117	chr4	3.0	18.452
HGNC:7189	chr3	0.0	2.3585
HGNC:2558	chr3	3.0	7.6717
HGNC:31745	chr8	6.0	6.0598
HGNC:14301	chr3	48.0	52.268
HGNC:17539	chr14	1.0	11.338
HGNC:20113	chr14	7.0	10.819
HGNC:10583	chr3	53.0	80.455
HGNC:655	chr3	0.0	10.048
HGNC:24589	chr3	22.0	43.344
HGNC:25897	chr1	9.0	29.212
HGNC:3061	chr2	7.0	8.4119
HGNC:43	chr6	15.0	35.233
HGNC:19421	chr2	3.0	16.073
HGNC:20790	chr2	3.0	23.041
HGNC:1030	chr14	3.0	9.4882
HGNC:26617	chr16	23.0	26.301
HGNC:25539	chr16	22.0	40.375
HGNC:7463	chr4	9.0	8.3043
HGNC:19697	chr16	20.0	13.981
HGNC:686	chr4	2.0	5.9208
HGNC:24770	chr2	18.0	21.853
HGNC:18622	chr16	18.0	40.37
HGNC:17350	chr6	5.0	33.928
HGNC:11387	chr11	3.0	38.603
HGNC:10600	chr16	17.0	31.955
HGNC:5172	chr8	25.0	55.583
HGNC:16470	chr18	0.0	3.2214
HGNC:9771	chr18	6.0	10.537
HGNC:26176	chr8	5.0	14.095
HGNC:11976	chr6	7.0	21.807
HGNC:18711	chr8	12.0	25.237
HGNC:10802	chr8	6.0	9.4399
HGNC:1067	chr8	16.0	53.308
HGNC:31326	chr16	3.0	54.358
HGNC:16865	chr8	1.0	10.817
HGNC:28504	chr4	30.0	32.934
HGNC:1080	chr8	18.0	21.416
HGNC:3650	chr11	8.0	11.281
HGNC:10690	chr2	12.0	11.115
HGNC:29121	chr18	20.0	64.78
HGNC:4186	chr2	1.0	8.4268
HGNC:4887	chr1	6.0	13.492
HGNC:28591	chr17	4.0	9.8353
HGNC:3782	chr8	3.0	22.499
HGNC:23231	chr1	21.0	24.239
HGNC:7582	chr2	7.0	9.6501
HGNC:25751	chr4	28.0	67.504
HGNC:1950	chr11	0.0	14.001
HGNC:2201	chr2	4.0	93.664
HGNC:4244	chr8	4.0	13.26
HGNC:6063	chr4	2.0	13.024
HGNC:24325	chr4	2.0	19.149
HGNC:21368	chr6	15.0	19.73
HGNC:28464	chr11	7.0	6.444
HGNC:10947	chr8	4.0	28.092
HGNC:2408	chr2	13.0	10.62
HGNC:15467	chr16	6.0	5.4013
HGNC:28459	chr17	8.0	9.3053
HGNC:11364	chr17	1.0	50.138
HGNC:16155	chr20	16.0	14.577
HGNC:216	chr8	13.0	49.525
HGNC:196	chr8	47.0	38.193
HGNC:4232	chr5	2.0	6.8554
HGNC:21666	chr6	13.0	28.64
HGNC:16131	chr20	3.0	4.741
HGNC:904	chr17	7.0	33.171
HGNC:7712	chr1	3.0	5.65
HGNC:28385	chr2	52.0	69.715
HGNC:13090	chr19	4.0	4.584
HGNC:27266	chr5	16.0	19.437
HGNC:24166	chr8	6.0	8.0791
HGNC:1224	chr18	2.0	11.69
HGNC:24753	chr16	30.0	46.042
HGNC:10925	chr1	14.0	20.794
HGNC:6024	chr5	13.0	19.867
HGNC:25015	chr16	6.0	10.949
HGNC:6693	chr2	63.0	244.88
HGNC:16115	chr20	2.0	3.0633
HGNC:344	chr1	5.0	37.394
